origin_date,role,horizon,cell,model,alpha_H,alpha_X,alpha_E,ev_family,inner_log_loss
2025-07-31,large_move,3,D0,M0,10.0,,,,0.554045
2025-07-31,large_move,3,D1,M1,10.0,100.0,,,0.557726
2025-07-31,large_move,3,DE,ME,10.0,,100.0,EV-F1,0.547809
2025-07-31,large_move,3,D2,M2,1.0,10.0,10.0,EV-F0,0.552325
2025-07-31,turning_point,1,D0,M0,100.0,,,,0.750608
2025-07-31,turning_point,1,D1,M1,100.0,100.0,,,0.775531
2025-07-31,turning_point,1,DE,ME,100.0,,100.0,EV-F0,0.756733
2025-07-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F0,0.784704
2025-08-31,direction,1,D0,M0,100.0,,,,0.667357
2025-08-31,direction,1,D1,M1,100.0,10.0,,,0.62383
2025-08-31,direction,1,DE,ME,100.0,,1.0,EV-F1,0.623578
2025-08-31,direction,1,D2,M2,100.0,10.0,1.0,EV-F1,0.558106
2025-08-31,direction,2,D0,M0,100.0,,,,0.667208
2025-08-31,direction,2,D1,M1,100.0,10.0,,,0.603117
2025-08-31,direction,2,DE,ME,100.0,,10.0,EV-F1,0.656335
2025-08-31,direction,2,D2,M2,100.0,10.0,10.0,EV-F1,0.584255
2025-08-31,direction,3,D0,M0,100.0,,,,0.680331
2025-08-31,direction,3,D1,M1,1.0,10.0,,,0.650276
2025-08-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.670588
2025-08-31,direction,3,D2,M2,1.0,10.0,10.0,EV-F0,0.636762
2025-08-31,large_move,1,D0,M0,10.0,,,,0.595103
2025-08-31,large_move,1,D1,M1,10.0,100.0,,,0.597747
2025-08-31,large_move,1,DE,ME,10.0,,100.0,EV-F0,0.597294
2025-08-31,large_move,1,D2,M2,10.0,100.0,100.0,EV-F0,0.599376
2025-08-31,large_move,2,D0,M0,100.0,,,,0.548328
2025-08-31,large_move,2,D1,M1,10.0,10.0,,,0.532695
2025-08-31,large_move,2,DE,ME,100.0,,100.0,EV-F1,0.541632
2025-08-31,large_move,2,D2,M2,10.0,10.0,100.0,EV-F1,0.53175
2025-08-31,large_move,3,D0,M0,1.0,,,,0.480758
2025-08-31,large_move,3,D1,M1,1.0,10.0,,,0.44046
2025-08-31,large_move,3,DE,ME,1.0,,100.0,EV-F1,0.479412
2025-08-31,large_move,3,D2,M2,1.0,10.0,100.0,EV-F0,0.442501
2025-08-31,turning_point,1,D0,M0,100.0,,,,0.72546
2025-08-31,turning_point,1,D1,M1,100.0,100.0,,,0.741131
2025-08-31,turning_point,1,DE,ME,100.0,,100.0,EV-F1,0.727946
2025-08-31,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F1,0.744985
2025-09-30,direction,1,D0,M0,100.0,,,,0.670931
2025-09-30,direction,1,D1,M1,100.0,10.0,,,0.655818
2025-09-30,direction,1,DE,ME,100.0,,1.0,EV-F1,0.636971
2025-09-30,direction,1,D2,M2,100.0,10.0,1.0,EV-F1,0.600814
2025-09-30,direction,2,D0,M0,100.0,,,,0.668838
2025-09-30,direction,2,D1,M1,100.0,10.0,,,0.611815
2025-09-30,direction,2,DE,ME,100.0,,10.0,EV-F1,0.651544
2025-09-30,direction,2,D2,M2,100.0,10.0,10.0,EV-F1,0.588372
2025-09-30,direction,3,D0,M0,100.0,,,,0.682228
2025-09-30,direction,3,D1,M1,1.0,10.0,,,0.662348
2025-09-30,direction,3,DE,ME,100.0,,10.0,EV-F1,0.66278
2025-09-30,direction,3,D2,M2,10.0,10.0,1.0,EV-F0,0.627159
2025-09-30,large_move,1,D0,M0,100.0,,,,0.593893
2025-09-30,large_move,1,D1,M1,100.0,100.0,,,0.589314
2025-09-30,large_move,1,DE,ME,100.0,,100.0,EV-F0,0.593295
2025-09-30,large_move,1,D2,M2,100.0,100.0,1.0,EV-F0,0.580365
2025-09-30,large_move,2,D0,M0,100.0,,,,0.516195
2025-09-30,large_move,2,D1,M1,100.0,100.0,,,0.509941
2025-09-30,large_move,2,DE,ME,100.0,,100.0,EV-F1,0.510784
2025-09-30,large_move,2,D2,M2,100.0,100.0,10.0,EV-F1,0.505879
2025-09-30,large_move,3,D0,M0,10.0,,,,0.454639
2025-09-30,large_move,3,D1,M1,10.0,10.0,,,0.432287
2025-09-30,large_move,3,DE,ME,10.0,,100.0,EV-F1,0.451991
2025-09-30,large_move,3,D2,M2,10.0,10.0,100.0,EV-F0,0.434271
2025-09-30,turning_point,1,D0,M0,100.0,,,,0.713697
2025-09-30,turning_point,1,D1,M1,100.0,100.0,,,0.725102
2025-09-30,turning_point,1,DE,ME,100.0,,100.0,EV-F1,0.715462
2025-09-30,turning_point,1,D2,M2,100.0,100.0,100.0,EV-F1,0.727593
2025-10-31,direction,1,D0,M0,100.0,,,,0.665751
2025-10-31,direction,1,D1,M1,100.0,10.0,,,0.600923
2025-10-31,direction,1,DE,ME,100.0,,100.0,EV-F0,0.672213
2025-10-31,direction,1,D2,M2,100.0,10.0,100.0,EV-F0,0.604735
2025-10-31,direction,2,D0,M0,100.0,,,,0.682772
2025-10-31,direction,2,D1,M1,100.0,100.0,,,0.668358
2025-10-31,direction,2,DE,ME,100.0,,100.0,EV-F1,0.68066
2025-10-31,direction,2,D2,M2,100.0,100.0,10.0,EV-F1,0.657483
2025-10-31,direction,3,D0,M0,100.0,,,,0.669215
2025-10-31,direction,3,D1,M1,1.0,10.0,,,0.560678
2025-10-31,direction,3,DE,ME,100.0,,10.0,EV-F1,0.644828
2025-10-31,direction,3,D2,M2,1.0,10.0,10.0,EV-F0,0.557644
2025-10-31,large_move,1,D0,M0,100.0,,,,0.545569
2025-10-31,large_move,1,D1,M1,10.0,10.0,,,0.527936
2025-10-31,large_move,1,DE,ME,100.0,,10.0,EV-F0,0.522069
2025-10-31,large_move,1,D2,M2,10.0,100.0,1.0,EV-F0,0.506654
2025-10-31,large_move,2,D0,M0,1.0,,,,0.480349
2025-10-31,large_move,2,D1,M1,1.0,10.0,,,0.437463
2025-10-31,large_move,2,DE,ME,10.0,,10.0,EV-F1,0.463855
2025-10-31,large_move,2,D2,M2,1.0,10.0,100.0,EV-F0,0.438839
2025-10-31,large_move,3,D0,M0,10.0,,,,0.492154
2025-10-31,large_move,3,D1,M1,10.0,100.0,,,0.496837
2025-10-31,large_move,3,DE,ME,10.0,,100.0,EV-F1,0.488615
2025-10-31,large_move,3,D2,M2,10.0,100.0,100.0,EV-F1,0.496174
2025-10-31,turning_point,1,D0,M0,1.0,,,,0.691586
2025-10-31,turning_point,1,D1,M1,1.0,100.0,,,0.680526
2025-10-31,turning_point,1,DE,ME,1.0,,10.0,EV-F1,0.677462
2025-10-31,turning_point,1,D2,M2,1.0,10.0,10.0,EV-F1,0.66941
2025-11-30,direction,1,D0,M0,100.0,,,,0.667285
2025-11-30,direction,1,D1,M1,100.0,10.0,,,0.580267
2025-11-30,direction,1,DE,ME,100.0,,100.0,EV-F0,0.674515
2025-11-30,direction,1,D2,M2,100.0,10.0,100.0,EV-F0,0.583387
2025-11-30,direction,2,D0,M0,100.0,,,,0.685458
2025-11-30,direction,2,D1,M1,100.0,100.0,,,0.679724
2025-11-30,direction,2,DE,ME,100.0,,100.0,EV-F1,0.683656
2025-11-30,direction,2,D2,M2,100.0,100.0,10.0,EV-F1,0.672578
2025-11-30,large_move,1,D0,M0,10.0,,,,0.53801
2025-11-30,large_move,1,D1,M1,10.0,100.0,,,0.534067
2025-11-30,large_move,1,DE,ME,10.0,,10.0,EV-F0,0.518239
2025-11-30,large_move,1,D2,M2,10.0,100.0,1.0,EV-F0,0.505585
2025-11-30,large_move,2,D0,M0,10.0,,,,0.454618
2025-11-30,large_move,2,D1,M1,10.0,10.0,,,0.44065
2025-11-30,large_move,2,DE,ME,10.0,,10.0,EV-F0,0.442519
2025-11-30,large_move,2,D2,M2,10.0,100.0,1.0,EV-F0,0.422018
2025-11-30,turning_point,1,D0,M0,1.0,,,,0.637924
2025-11-30,turning_point,1,D1,M1,1.0,10.0,,,0.608466
2025-11-30,turning_point,1,DE,ME,1.0,,100.0,EV-F1,0.630298
2025-11-30,turning_point,1,D2,M2,1.0,10.0,100.0,EV-F1,0.606646
2025-12-31,direction,1,D0,M0,100.0,,,,0.680924
2025-12-31,direction,1,D1,M1,100.0,100.0,,,0.679257
2025-12-31,direction,1,DE,ME,100.0,,100.0,EV-F0,0.689778
2025-12-31,direction,1,D2,M2,100.0,100.0,100.0,EV-F0,0.683093
2025-12-31,large_move,1,D0,M0,1.0,,,,0.471005
2025-12-31,large_move,1,D1,M1,1.0,10.0,,,0.424416
2025-12-31,large_move,1,DE,ME,1.0,,10.0,EV-F1,0.463037
2025-12-31,large_move,1,D2,M2,1.0,10.0,100.0,EV-F1,0.420781
2025-12-31,turning_point,1,D0,M0,1.0,,,,0.6318
2025-12-31,turning_point,1,D1,M1,1.0,10.0,,,0.618812
2025-12-31,turning_point,1,DE,ME,1.0,,100.0,EV-F1,0.633664
2025-12-31,turning_point,1,D2,M2,1.0,10.0,1.0,EV-F1,0.603082
